Attacker No.,Database,Time Entered,Time Spent (S),Commands Run,Modification Attempts,Filename,Database (Avgs),Total # Attackers,# Relevant Attackers,Avg Time Connected,Avg Commands Run,Avg File Modifications
1835,1,2022-10-21 20:13:44.823,0.254,0,0,2022-10-23-1859_DATABASE_1_log,,,,,,
1836,3,2022-10-21 20:13:44.824,0.354,0,0,2022-10-23-1859_DATABASE_3_log,,,,,,
1837,1,2022-10-21 20:13:44.824,0.494,0,0,2022-10-23-1900_DATABASE_1_log,,,,,,
1838,3,2022-10-21 20:13:44.825,0.0,0,0,2022-10-23-1900_DATABASE_3_log,,,,,,
1839,1,2022-10-21 20:13:44.825,0.238,0,0,2022-10-23-1901_DATABASE_1_log,,,,,,
1840,3,2022-10-21 20:13:44.826,0.25,0,0,2022-10-23-1901_DATABASE_3_log,,,,,,
1841,1,2022-10-21 20:13:44.826,0.25,0,0,2022-10-23-1902_DATABASE_1_log,,,,,,
1842,3,2022-10-21 20:13:44.834,0.004,0,0,2022-10-23-1902_DATABASE_3_log,,,,,,
1843,1,2022-10-21 20:13:44.836,0.346,0,0,2022-10-23-1903_DATABASE_1_log,,,,,,
1844,3,2022-10-21 20:13:44.836,0.348,0,0,2022-10-23-1903_DATABASE_3_log,,,,,,
1845,1,2022-10-21 20:13:44.836,0.349,0,0,2022-10-23-1904_DATABASE_1_log,,,,,,
1846,3,2022-10-21 20:13:44.839,0.35,0,0,2022-10-23-1904_DATABASE_3_log,,,,,,
1847,1,2022-10-21 20:13:44.839,0.35,0,0,2022-10-23-1905_DATABASE_1_log,,,,,,
1848,3,2022-10-21 20:13:44.840,0.351,0,0,2022-10-23-1905_DATABASE_3_log,,,,,,
1849,1,2022-10-21 20:13:44.840,0,0,0,2022-10-23-1906_DATABASE_1_log,,,,,,
1850,3,2022-10-21 20:13:44.841,0,0,0,2022-10-23-1906_DATABASE_3_log,,,,,,
1851,1,2022-10-21 20:13:44.841,0.75,0,0,2022-10-23-1907_DATABASE_1_log,,,,,,
1852,3,2022-10-21 20:13:44.841,0.752,0,0,2022-10-23-1907_DATABASE_3_log,,,,,,
1853,1,2022-10-21 20:13:44.842,-0.595,0,0,2022-10-23-1908_DATABASE_1_log,,,,,,
1854,3,2022-10-21 20:22:08.055,-0.575,0,0,2022-10-23-1908_DATABASE_3_log,,,,,,
1855,1,2022-10-21 20:22:08.062,0.471,0,0,2022-10-23-1909_DATABASE_1_log,,,,,,
1856,3,2022-10-21 20:22:08.063,0.49,0,0,2022-10-23-1909_DATABASE_3_log,,,,,,
1857,1,2022-10-21 20:22:08.063,0.411,0,0,2022-10-23-1910_DATABASE_1_log,,,,,,
1858,3,2022-10-21 20:22:08.064,0.412,0,0,2022-10-23-1910_DATABASE_3_log,,,,,,
1859,1,2022-10-21 20:22:08.064,0.425,0,0,2022-10-23-1911_DATABASE_1_log,,,,,,
1860,3,2022-10-21 20:22:08.064,0.425,0,0,2022-10-23-1911_DATABASE_3_log,,,,,,
1861,1,2022-10-21 20:22:08.065,0.426,0,0,2022-10-23-1912_DATABASE_1_log,,,,,,
1862,3,2022-10-21 20:22:08.065,0.427,0,0,2022-10-23-1912_DATABASE_3_log,,,,,,
1863,1,2022-10-21 20:22:08.066,0.428,0,0,2022-10-23-1913_DATABASE_1_log,,,,,,
1864,3,2022-10-21 20:22:08.067,0.429,0,0,2022-10-23-1913_DATABASE_3_log,,,,,,
1865,1,2022-10-21 20:22:08.067,0.433,0,0,2022-10-23-1914_DATABASE_1_log,,,,,,
1866,3,2022-10-21 20:30:53.690,0.433,0,0,2022-10-23-1914_DATABASE_3_log,,,,,,
1867,1,2022-10-21 20:32:09.544,0.433,0,0,2022-10-23-1915_DATABASE_1_log,,,,,,
1868,3,2022-10-21 20:32:50.348,0.434,0,0,2022-10-23-1915_DATABASE_3_log,,,,,,
1869,1,2022-10-21 20:37:15.817,0.434,0,0,2022-10-23-1916_DATABASE_1_log,,,,,,
1870,3,2022-10-21 20:38:55.927,0.438,0,0,2022-10-23-1916_DATABASE_3_log,,,,,,
1871,1,2022-10-21 20:39:12.695,0.439,0,0,2022-10-23-1917_DATABASE_1_log,,,,,,
1872,3,2022-10-21 20:40:48.421,0.439,0,0,2022-10-23-1917_DATABASE_3_log,,,,,,
1873,1,2022-10-21 20:42:17.627,0.439,0,0,2022-10-23-1918_DATABASE_1_log,,,,,,
1874,3,2022-10-21 20:43:57.232,0.44,0,0,2022-10-23-1918_DATABASE_3_log,,,,,,
1875,1,2022-10-21 20:22:11.077,0.44,0,0,2022-10-23-1919_DATABASE_1_log,,,,,,
1876,3,2022-10-21 20:22:11.078,0.666,0,0,2022-10-23-1919_DATABASE_3_log,,,,,,
1877,1,2022-10-21 20:45:18.042,0.143,0,0,2022-10-23-1920_DATABASE_1_log,,,,,,
1878,3,2022-10-21 20:45:18.049,0.147,0,0,2022-10-23-1920_DATABASE_3_log,,,,,,
1879,1,2022-10-21 20:45:18.049,0.148,0,0,2022-10-23-1921_DATABASE_1_log,,,,,,
1880,3,2022-10-21 20:45:18.050,0.32,0,0,2022-10-23-1921_DATABASE_3_log,,,,,,
1881,1,2022-10-21 20:45:18.050,0.073,0,0,2022-10-23-1922_DATABASE_1_log,,,,,,
1882,3,2022-10-21 20:45:18.051,-0.114,0,0,2022-10-23-1922_DATABASE_3_log,,,,,,
1883,1,2022-10-21 20:45:18.051,-0.112,0,0,2022-10-23-1923_DATABASE_1_log,,,,,,
1884,3,2022-10-21 20:45:18.051,-0.107,0,0,2022-10-23-1923_DATABASE_3_log,,,,,,
1885,1,2022-10-21 20:45:18.053,-0.087,0,0,2022-10-23-1924_DATABASE_1_log,,,,,,
1886,3,2022-10-21 20:45:18.053,-0.075,0,0,2022-10-23-1924_DATABASE_3_log,,,,,,
1887,1,2022-10-21 20:45:18.054,-0.075,0,0,2022-10-23-1925_DATABASE_1_log,,,,,,
1888,3,2022-10-21 20:45:18.054,0.708,0,0,2022-10-23-1925_DATABASE_3_log,,,,,,
1889,1,2022-10-21 20:45:18.063,0.72,0,0,2022-10-23-1926_DATABASE_1_log,,,,,,
1890,3,2022-10-21 20:45:18.065,0.725,0,0,2022-10-23-1926_DATABASE_3_log,,,,,,
1891,1,2022-10-21 20:45:18.065,0.728,0,0,2022-10-23-1927_DATABASE_1_log,,,,,,
1892,3,2022-10-21 20:45:18.066,0.728,0,0,2022-10-23-1927_DATABASE_3_log,,,,,,
1893,1,2022-10-21 20:45:18.066,0.73,0,0,2022-10-23-1928_DATABASE_1_log,,,,,,
1894,3,2022-10-21 20:45:18.067,0.731,0,0,2022-10-23-1928_DATABASE_3_log,,,,,,
1895,1,2022-10-21 20:45:18.077,0.733,0,0,2022-10-23-1929_DATABASE_1_log,,,,,,
1896,3,2022-10-21 20:45:18.078,0.761,0,0,2022-10-23-1929_DATABASE_3_log,,,,,,
1897,1,2022-10-21 20:45:18.078,0.763,0,0,2022-10-23-1930_DATABASE_1_log,,,,,,
1898,3,2022-10-21 20:45:18.079,0.764,0,0,2022-10-23-1930_DATABASE_3_log,,,,,,
1899,1,2022-10-21 20:45:18.079,0.767,0,0,2022-10-23-1931_DATABASE_1_log,,,,,,
1900,3,2022-10-21 20:45:18.079,0.768,0,0,2022-10-23-1931_DATABASE_3_log,,,,,,
1901,1,2022-10-21 20:45:18.080,0.768,0,0,2022-10-23-1932_DATABASE_1_log,,,,,,
1902,3,2022-10-21 20:45:18.080,0.769,0,0,2022-10-23-1932_DATABASE_3_log,,,,,,
1903,1,2022-10-21 20:45:18.081,0.774,0,0,2022-10-23-1933_DATABASE_1_log,,,,,,
1904,3,2022-10-21 20:45:18.081,0.774,0,0,2022-10-23-1933_DATABASE_3_log,,,,,,
1905,1,2022-10-21 20:45:18.081,0.777,0,0,2022-10-23-1934_DATABASE_1_log,,,,,,
1906,3,2022-10-21 20:45:18.082,0.778,0,0,2022-10-23-1934_DATABASE_3_log,,,,,,
1907,1,2022-10-21 20:45:18.082,0.652,0,0,2022-10-23-1935_DATABASE_1_log,,,,,,
1908,3,2022-10-21 20:45:18.082,0.665,0,0,2022-10-23-1935_DATABASE_3_log,,,,,,
1909,1,2022-10-21 20:45:18.084,0.665,0,0,2022-10-23-1936_DATABASE_1_log,,,,,,
1910,3,2022-10-21 20:45:18.095,0.666,0,0,2022-10-23-1936_DATABASE_3_log,,,,,,
1911,1,2022-10-21 20:45:18.096,0.666,0,0,2022-10-23-1937_DATABASE_1_log,,,,,,
1912,3,2022-10-21 20:45:18.103,0.683,0,0,2022-10-23-1937_DATABASE_3_log,,,,,,
1913,1,2022-10-21 20:45:18.103,-0.085,0,0,2022-10-23-1938_DATABASE_1_log,,,,,,
1914,3,2022-10-21 20:45:18.126,0.765,0,0,2022-10-23-1938_DATABASE_3_log,,,,,,
1915,1,2022-10-21 20:45:18.129,0.884,0,0,2022-10-23-1939_DATABASE_1_log,,,,,,
1916,3,2022-10-21 20:54:55.598,0.885,0,0,2022-10-23-1939_DATABASE_3_log,,,,,,
1917,3,2022-10-21 20:58:32.322,0.886,0,0,2022-10-23-1940_DATABASE_3_log,,,,,,
1918,3,2022-10-21 20:58:32.323,0.892,0,0,2022-10-23-1941_DATABASE_3_log,,,,,,
1919,3,2022-10-21 20:58:32.325,0.941,0,0,2022-10-23-1942_DATABASE_3_log,,,,,,
1920,3,2022-10-21 20:58:32.325,0.948,0,0,2022-10-23-1943_DATABASE_3_log,,,,,,
1921,3,2022-10-21 20:58:32.325,0.129,0,0,2022-10-23-1944_DATABASE_3_log,,,,,,
1922,3,2022-10-21 20:58:32.327,0.258,0,0,2022-10-23-1945_DATABASE_3_log,,,,,,
1923,3,2022-10-21 20:58:32.327,0,0,0,2022-10-23-1946_DATABASE_3_log,,,,,,
1924,3,2022-10-21 20:58:32.328,0,0,0,2022-10-23-1947_DATABASE_3_log,,,,,,
1925,3,2022-10-21 20:58:32.329,0,0,0,2022-10-23-1948_DATABASE_3_log,,,,,,
1926,3,2022-10-21 20:58:32.329,-0.718,0,0,2022-10-23-1949_DATABASE_3_log,,,,,,
1927,3,2022-10-21 20:58:32.330,-0.714,0,0,2022-10-23-1950_DATABASE_3_log,,,,,,
1928,3,2022-10-21 20:58:32.330,-0.649,0,0,2022-10-23-1951_DATABASE_3_log,,,,,,
1929,3,2022-10-21 20:58:32.339,-0.357,0,0,2022-10-23-1952_DATABASE_3_log,,,,,,
1930,3,2022-10-21 20:58:32.340,-0.204,0,0,2022-10-23-1953_DATABASE_3_log,,,,,,
1931,3,2022-10-21 20:58:32.340,0.334,0,0,2022-10-23-1954_DATABASE_3_log,,,,,,
1932,3,2022-10-21 20:58:32.340,0.368,0,0,2022-10-23-1955_DATABASE_3_log,,,,,,
1933,3,2022-10-21 20:58:32.340,0.371,0,0,2022-10-23-1956_DATABASE_3_log,,,,,,
1934,3,2022-10-21 20:58:32.341,0.377,0,0,2022-10-23-1957_DATABASE_3_log,,,,,,
1935,3,2022-10-21 20:58:32.341,-0.596,0,0,2022-10-23-1958_DATABASE_3_log,,,,,,
1936,3,2022-10-21 20:58:33.423,0,0,0,2022-10-23-1959_DATABASE_3_log,,,,,,
1937,3,2022-10-21 21:18:25.843,0,0,0,2022-10-23-2000_DATABASE_3_log,,,,,,
1938,3,2022-10-21 21:18:25.845,0,0,0,2022-10-23-2001_DATABASE_3_log,,,,,,
1939,3,2022-10-21 21:18:25.845,0,0,0,2022-10-23-2002_DATABASE_3_log,,,,,,
1940,3,2022-10-21 21:18:25.845,0.164,0,0,2022-10-23-2003_DATABASE_3_log,,,,,,
1941,3,2022-10-21 21:18:25.846,0.429,0,0,2022-10-23-2004_DATABASE_3_log,,,,,,
1942,3,2022-10-21 21:18:25.846,-0.901,0,0,2022-10-23-2005_DATABASE_3_log,,,,,,
1943,3,2022-10-21 21:18:25.847,0.613,0,0,2022-10-23-2006_DATABASE_3_log,,,,,,
1944,3,2022-10-21 21:18:25.847,0.614,0,0,2022-10-23-2007_DATABASE_3_log,,,,,,
1945,3,2022-10-21 21:18:25.848,0.627,0,0,2022-10-23-2008_DATABASE_3_log,,,,,,
1946,3,2022-10-21 21:18:25.848,0.627,0,0,2022-10-23-2009_DATABASE_3_log,,,,,,
1947,3,2022-10-21 21:18:25.849,0.63,0,0,2022-10-23-2010_DATABASE_3_log,,,,,,
1948,3,2022-10-21 21:18:25.849,0.632,0,0,2022-10-23-2011_DATABASE_3_log,,,,,,
1949,3,2022-10-21 21:18:25.850,0.635,0,0,2022-10-23-2012_DATABASE_3_log,,,,,,
1950,3,2022-10-21 21:18:25.850,0.635,0,0,2022-10-23-2013_DATABASE_3_log,,,,,,
1951,3,2022-10-21 21:18:25.850,0.637,0,0,2022-10-23-2014_DATABASE_3_log,,,,,,
1952,3,2022-10-21 21:18:25.851,0.637,0,0,2022-10-23-2015_DATABASE_3_log,,,,,,
1953,3,2022-10-21 21:18:25.852,0.638,0,0,2022-10-23-2016_DATABASE_3_log,,,,,,
1954,3,2022-10-21 21:18:25.852,0.638,0,0,2022-10-23-2017_DATABASE_3_log,,,,,,
1955,3,2022-10-21 21:18:25.853,0.641,0,0,2022-10-23-2018_DATABASE_3_log,,,,,,
1956,3,2022-10-21 21:18:25.853,0.641,0,0,2022-10-23-2019_DATABASE_3_log,,,,,,
1957,3,2022-10-21 21:18:25.854,0.641,0,0,2022-10-23-2020_DATABASE_3_log,,,,,,
1958,3,2022-10-21 21:18:25.854,0.642,0,0,2022-10-23-2021_DATABASE_3_log,,,,,,
1959,3,2022-10-21 21:18:25.855,0.644,0,0,2022-10-23-2022_DATABASE_3_log,,,,,,
1960,3,2022-10-21 21:18:25.855,0.646,0,0,2022-10-23-2023_DATABASE_3_log,,,,,,
1961,3,2022-10-21 21:18:25.856,0.651,0,0,2022-10-23-2024_DATABASE_3_log,,,,,,
1962,3,2022-10-21 21:18:25.856,0.058,0,0,2022-10-23-2025_DATABASE_3_log,,,,,,
1963,3,2022-10-21 21:18:25.857,0.42,0,0,2022-10-23-2026_DATABASE_3_log,,,,,,
1964,3,2022-10-21 21:18:25.857,0,0,0,2022-10-23-2027_DATABASE_3_log,,,,,,
1965,3,2022-10-21 21:18:25.857,0,0,0,2022-10-23-2028_DATABASE_3_log,,,,,,
1966,3,2022-10-21 21:18:25.858,0.013,0,0,2022-10-23-2029_DATABASE_3_log,,,,,,
1967,3,2022-10-21 21:18:25.858,0.016,0,0,2022-10-23-2030_DATABASE_3_log,,,,,,
1968,3,2022-10-21 21:18:25.859,-0.576,0,0,2022-10-23-2031_DATABASE_3_log,,,,,,
1969,3,2022-10-21 21:18:25.859,-0.573,0,0,2022-10-23-2032_DATABASE_3_log,,,,,,
1970,3,2022-10-21 21:18:25.860,-0.573,0,0,2022-10-23-2033_DATABASE_3_log,,,,,,
1971,3,2022-10-21 21:18:25.860,-0.572,0,0,2022-10-23-2034_DATABASE_3_log,,,,,,
1972,3,2022-10-21 21:18:25.860,-0.572,0,0,2022-10-23-2035_DATABASE_3_log,,,,,,
1973,3,2022-10-21 21:18:25.863,-0.57,0,0,2022-10-23-2036_DATABASE_3_log,,,,,,
1974,3,2022-10-21 21:18:25.863,-0.569,0,0,2022-10-23-2037_DATABASE_3_log,,,,,,
1975,3,2022-10-21 21:18:25.864,0.031,0,0,2022-10-23-2038_DATABASE_3_log,,,,,,
1976,3,2022-10-21 21:18:25.864,0.731,0,0,2022-10-23-2039_DATABASE_3_log,,,,,,
1977,3,2022-10-21 21:20:15.525,0.118,0,0,2022-10-23-2040_DATABASE_3_log,,,,,,
1978,3,2022-10-21 21:20:15.541,0.165,0,0,2022-10-23-2041_DATABASE_3_log,,,,,,
1979,3,2022-10-21 21:20:15.546,0.181,0,0,2022-10-23-2042_DATABASE_3_log,,,,,,
1980,3,2022-10-21 21:20:15.546,0.19,0,0,2022-10-23-2043_DATABASE_3_log,,,,,,
1981,3,2022-10-21 21:20:15.547,0.19,0,0,2022-10-23-2044_DATABASE_3_log,,,,,,
1982,3,2022-10-21 21:20:15.547,0.212,0,0,2022-10-23-2045_DATABASE_3_log,,,,,,
1983,3,2022-10-21 21:20:15.548,0.446,0,0,2022-10-23-2046_DATABASE_3_log,,,,,,
1984,3,2022-10-21 21:20:15.548,-0.09,0,0,2022-10-23-2047_DATABASE_3_log,,,,,,
1985,3,2022-10-21 21:20:15.549,-0.088,0,0,2022-10-23-2048_DATABASE_3_log,,,,,,
1986,3,2022-10-21 21:20:15.552,-0.087,0,0,2022-10-23-2049_DATABASE_3_log,,,,,,
1987,3,2022-10-21 21:20:15.555,-0.087,0,0,2022-10-23-2050_DATABASE_3_log,,,,,,
1988,3,2022-10-21 21:20:15.555,-0.911,0,0,2022-10-23-2051_DATABASE_3_log,,,,,,
1989,3,2022-10-21 21:20:15.561,0.083,0,0,2022-10-23-2052_DATABASE_3_log,,,,,,
1990,3,2022-10-21 21:20:15.561,0.527,0,0,2022-10-23-2053_DATABASE_3_log,,,,,,
1991,3,2022-10-21 21:20:15.562,0.251,0,0,2022-10-23-2054_DATABASE_3_log,,,,,,
1992,3,2022-10-21 21:20:15.563,0.083,0,0,2022-10-23-2055_DATABASE_3_log,,,,,,
1993,3,2022-10-21 21:20:15.563,0.032,0,0,2022-10-23-2056_DATABASE_3_log,,,,,,
1994,3,2022-10-21 21:20:15.564,-0.01,0,0,2022-10-23-2057_DATABASE_3_log,,,,,,
1995,3,2022-10-21 21:20:16.876,0.147,0,0,2022-10-23-2058_DATABASE_3_log,,,,,,
1996,3,2022-10-21 21:20:16.876,0.152,0,0,2022-10-23-2059_DATABASE_3_log,,,,,,
1997,3,2022-10-21 21:26:40.957,0.152,0,0,2022-10-23-2100_DATABASE_3_log,,,,,,
1998,3,2022-10-21 21:26:40.962,0.158,0,0,2022-10-23-2101_DATABASE_3_log,,,,,,
1999,3,2022-10-21 21:26:40.972,0.162,0,0,2022-10-23-2102_DATABASE_3_log,,,,,,
2000,3,2022-10-21 21:26:40.972,0.163,0,0,2022-10-23-2103_DATABASE_3_log,,,,,,
2001,3,2022-10-21 21:26:40.973,0.164,0,0,2022-10-23-2104_DATABASE_3_log,,,,,,
2002,3,2022-10-21 21:26:40.973,0.164,0,0,2022-10-23-2105_DATABASE_3_log,,,,,,
2003,3,2022-10-21 21:26:40.973,0.212,0,0,2022-10-23-2106_DATABASE_3_log,,,,,,
2004,3,2022-10-21 21:26:40.974,0.231,0,0,2022-10-23-2107_DATABASE_3_log,,,,,,
2005,3,2022-10-21 21:26:40.974,0.231,0,0,2022-10-23-2108_DATABASE_3_log,,,,,,
2006,3,2022-10-21 21:26:40.975,0.232,0,0,2022-10-23-2109_DATABASE_3_log,,,,,,
2007,3,2022-10-21 21:26:40.979,0.338,0,0,2022-10-23-2110_DATABASE_3_log,,,,,,
2008,3,2022-10-21 21:26:40.979,0.152,0,0,2022-10-23-2111_DATABASE_3_log,,,,,,
2009,3,2022-10-21 21:26:40.979,0.166,0,0,2022-10-23-2112_DATABASE_3_log,,,,,,
2010,3,2022-10-21 21:26:40.980,-0.482,0,0,2022-10-23-2113_DATABASE_3_log,,,,,,
2011,3,2022-10-21 21:26:40.980,-0.478,0,0,2022-10-23-2114_DATABASE_3_log,,,,,,
2012,3,2022-10-21 21:26:40.980,-0.473,0,0,2022-10-23-2115_DATABASE_3_log,,,,,,
2013,3,2022-10-21 21:26:40.980,-0.472,0,0,2022-10-23-2116_DATABASE_3_log,,,,,,
2014,3,2022-10-21 21:26:40.984,-0.453,0,0,2022-10-23-2117_DATABASE_3_log,,,,,,
2015,3,2022-10-21 21:32:05.776,-0.308,0,0,2022-10-23-2118_DATABASE_3_log,,,,,,
2016,3,2022-10-21 21:32:20.505,-0.307,0,0,2022-10-23-2119_DATABASE_3_log,,,,,,
2017,3,2022-10-21 21:31:28.379,-0.23,0,0,2022-10-23-2120_DATABASE_3_log,,,,,,
2018,3,2022-10-21 21:38:39.503,-0.229,0,0,2022-10-23-2121_DATABASE_3_log,,,,,,
2019,3,2022-10-21 21:38:39.504,-0.468,0,0,2022-10-23-2122_DATABASE_3_log,,,,,,
2020,3,2022-10-21 21:38:39.505,-0.453,0,0,2022-10-23-2123_DATABASE_3_log,,,,,,
2021,3,2022-10-21 21:38:39.505,-0.453,0,0,2022-10-23-2124_DATABASE_3_log,,,,,,
2022,3,2022-10-21 21:38:39.506,-0.45,0,0,2022-10-23-2125_DATABASE_3_log,,,,,,
2023,3,2022-10-21 21:38:39.506,-0.445,0,0,2022-10-23-2126_DATABASE_3_log,,,,,,
2024,3,2022-10-21 21:38:39.506,-0.444,0,0,2022-10-23-2127_DATABASE_3_log,,,,,,
2025,3,2022-10-21 21:38:39.507,-0.444,0,0,2022-10-23-2128_DATABASE_3_log,,,,,,
2026,3,2022-10-21 21:38:39.507,-0.443,0,0,2022-10-23-2129_DATABASE_3_log,,,,,,
2027,3,2022-10-21 21:38:39.507,-0.434,0,0,2022-10-23-2130_DATABASE_3_log,,,,,,
2028,3,2022-10-21 21:38:39.508,-0.431,0,0,2022-10-23-2131_DATABASE_3_log,,,,,,
2029,3,2022-10-21 21:38:39.517,-0.431,0,0,2022-10-23-2132_DATABASE_3_log,,,,,,
2030,3,2022-10-21 21:38:39.517,-0.402,0,0,2022-10-23-2133_DATABASE_3_log,,,,,,
2031,3,2022-10-21 21:38:39.518,-0.39,0,0,2022-10-23-2134_DATABASE_3_log,,,,,,
2032,3,2022-10-21 21:38:39.518,-0.467,0,0,2022-10-23-2135_DATABASE_3_log,,,,,,
2033,3,2022-10-21 21:38:39.518,-0.46,0,0,2022-10-23-2136_DATABASE_3_log,,,,,,
2034,3,2022-10-21 21:38:39.519,0.525,0,0,2022-10-23-2137_DATABASE_3_log,,,,,,
2035,3,2022-10-21 21:38:39.519,0.534,0,0,2022-10-23-2138_DATABASE_3_log,,,,,,
2036,3,2022-10-21 21:38:39.519,0.535,0,0,2022-10-23-2139_DATABASE_3_log,,,,,,
2037,3,2022-10-21 21:38:40.653,0.536,0,0,2022-10-23-2140_DATABASE_3_log,,,,,,
2038,3,2022-10-21 21:41:07.051,0.536,0,0,2022-10-23-2141_DATABASE_3_log,,,,,,
2039,3,2022-10-21 21:41:07.063,0.537,0,0,2022-10-23-2142_DATABASE_3_log,,,,,,
2040,3,2022-10-21 21:41:07.065,0.537,0,0,2022-10-23-2143_DATABASE_3_log,,,,,,
2041,3,2022-10-21 21:41:07.067,0.557,0,0,2022-10-23-2144_DATABASE_3_log,,,,,,
2042,3,2022-10-21 21:41:07.067,0.558,0,0,2022-10-23-2145_DATABASE_3_log,,,,,,
2043,3,2022-10-21 21:41:07.070,0.6,0,0,2022-10-23-2146_DATABASE_3_log,,,,,,
2044,3,2022-10-21 21:41:07.071,0.607,0,0,2022-10-23-2147_DATABASE_3_log,,,,,,
2045,3,2022-10-21 21:41:07.072,0.607,0,0,2022-10-23-2148_DATABASE_3_log,,,,,,
2046,3,2022-10-21 21:41:07.072,-0.183,0,0,2022-10-23-2149_DATABASE_3_log,,,,,,
2047,1,2022-10-21 21:41:07.075,-0.077,0,0,2022-10-23-2150_DATABASE_1_log,,,,,,
2048,2,2022-10-21 21:41:07.076,-0.075,0,0,2022-10-23-2150_DATABASE_2_log,,,,,,
2049,3,2022-10-21 21:41:07.076,0,0,0,2022-10-23-2150_DATABASE_3_log,,,,,,
2050,4,2022-10-21 21:41:07.077,-0.188,0,0,2022-10-23-2150_DATABASE_4_log,,,,,,
2051,2,2022-10-21 21:41:07.077,-0.167,0,0,2022-10-23-2153_DATABASE_2_log,,,,,,
2052,3,2022-10-21 21:41:07.085,-0.156,0,0,2022-10-23-2153_DATABASE_3_log,,,,,,
2053,4,2022-10-21 21:46:20.593,-0.154,0,0,2022-10-23-2153_DATABASE_4_log,,,,,,
2054,1,2022-10-21 21:46:33.181,-0.154,0,0,2022-10-23-2154_DATABASE_1_log,,,,,,
2055,2,2022-10-21 21:48:20.049,-0.135,0,0,2022-10-23-2154_DATABASE_2_log,,,,,,
2056,1,2022-10-21 21:48:20.051,0.076,0,0,2022-10-23-2155_DATABASE_1_log,,,,,,
2057,3,2022-10-21 21:48:20.051,-0.045,0,0,2022-10-23-2155_DATABASE_3_log,,,,,,
2058,1,2022-10-21 21:48:20.052,-0.018,0,0,2022-10-23-2156_DATABASE_1_log,,,,,,
2059,2,2022-10-21 21:48:20.052,-0.014,0,0,2022-10-23-2156_DATABASE_2_log,,,,,,
2060,3,2022-10-21 21:48:20.053,-0.013,0,0,2022-10-23-2156_DATABASE_3_log,,,,,,
2061,1,2022-10-21 21:48:20.059,-0.013,0,0,2022-10-23-2157_DATABASE_1_log,,,,,,
2062,3,2022-10-21 21:48:21.394,-0.012,0,0,2022-10-23-2157_DATABASE_3_log,,,,,,
2063,1,2022-10-21 21:48:21.395,-0.012,0,0,2022-10-23-2158_DATABASE_1_log,,,,,,
2064,2,2022-10-21 21:48:21.395,-0.011,0,0,2022-10-23-2158_DATABASE_2_log,,,,,,
2065,3,2022-10-21 21:48:21.396,-0.001,0,0,2022-10-23-2158_DATABASE_3_log,,,,,,
2066,3,2022-10-21 21:48:21.396,0.0,0,0,2022-10-23-2159_DATABASE_3_log,,,,,,
2067,1,2022-10-21 21:48:22.589,0.0,0,0,2022-10-23-2200_DATABASE_1_log,,,,,,
2068,2,2022-10-21 21:48:22.605,0.007,0,0,2022-10-23-2200_DATABASE_2_log,,,,,,
2069,3,2022-10-21 21:48:35.226,0.008,0,0,2022-10-23-2200_DATABASE_3_log,,,,,,
2070,4,2022-10-21 21:48:52.499,0.031,0,0,2022-10-23-2200_DATABASE_4_log,,,,,,
2071,1,2022-10-21 21:50:27.084,0.031,0,0,2022-10-23-2204_DATABASE_1_log,,,,,,
2072,2,2022-10-21 21:49:44.731,0.032,0,0,2022-10-23-2204_DATABASE_2_log,,,,,,
2073,3,2022-10-21 21:53:22.052,0.033,0,0,2022-10-23-2204_DATABASE_3_log,,,,,,
2074,4,2022-10-21 21:53:22.959,-0.957,0,0,2022-10-23-2204_DATABASE_4_log,,,,,,
2075,1,2022-10-21 21:53:22.960,0,0,0,2022-10-23-2205_DATABASE_1_log,,,,,,
2076,3,2022-10-21 21:53:22.962,-0.027,0,0,2022-10-23-2205_DATABASE_3_log,,,,,,
2077,1,2022-10-21 21:53:22.964,-0.59,0,0,2022-10-23-2206_DATABASE_1_log,,,,,,
2078,2,2022-10-21 21:53:22.965,-0.575,0,0,2022-10-23-2206_DATABASE_2_log,,,,,,
2079,3,2022-10-21 21:53:22.966,-0.575,0,0,2022-10-23-2206_DATABASE_3_log,,,,,,
2080,4,2022-10-21 21:53:22.967,-0.575,0,0,2022-10-23-2206_DATABASE_4_log,,,,,,
2081,1,2022-10-21 21:53:22.971,-0.574,0,0,2022-10-23-2207_DATABASE_1_log,,,,,,
2082,3,2022-10-21 21:53:22.987,-0.574,0,0,2022-10-23-2207_DATABASE_3_log,,,,,,
2083,1,2022-10-21 21:53:23.033,-0.533,0,0,2022-10-23-2208_DATABASE_1_log,,,,,,
2084,3,2022-10-21 21:53:23.033,-0.529,0,0,2022-10-23-2208_DATABASE_3_log,,,,,,
2085,1,2022-10-21 21:53:23.061,0.146,0,0,2022-10-23-2209_DATABASE_1_log,,,,,,
2086,2,2022-10-21 21:53:23.062,-0.813,0,0,2022-10-23-2209_DATABASE_2_log,,,,,,
2087,3,2022-10-21 21:53:23.067,-0.747,0,0,2022-10-23-2209_DATABASE_3_log,,,,,,
2088,4,2022-10-21 21:51:45.050,-0.711,0,0,2022-10-23-2209_DATABASE_4_log,,,,,,
2089,1,2022-10-21 21:53:33.086,-0.708,0,0,2022-10-23-2210_DATABASE_1_log,,,,,,
2090,3,2022-10-21 21:56:16.600,-0.692,0,0,2022-10-23-2210_DATABASE_3_log,,,,,,
